Geo Point;Geo Shape;PTCAR ID;TAF/TAP code;Symbolic name;Abbreviation BTS French short;Abbreviation BTS Dutch short;Abbreviation BTS French complete;Abbreviation BTS Dutch complete;Short name in French;Short name in Dutch;Middle name in French;Middle name in Dutch;Complete name in French;Complete name in Dutch;Classification NL;Classification EN;Classification FR
50.74426997113866, 5.694480854228674;"{""coordinates"": [5.694480854228674, 50.74426997113866], ""type"": ""Point""}";1197;BE01197;YFVSH;Y.VISE-HAUT;Y.VISE-HAUT;Y.VISE-HAUT;Y.VISE-HAUT;Y.Visé-Haut;Y.Visé-Haut;Y.Visé-Haut;Y.Visé-Haut;Y.Visé-Haut;Y.Visé-Haut;Vertakking;Junction;Bifurcation
51.275284580470306, 4.279426525913609;"{""coordinates"": [4.279426525913609, 51.275284580470306], ""type"": ""Point""}";1971;BE01971;YKTNW;Y.KETENIS-W;Y.KETENIS-W;Y.KETENIS-WEST;Y.KETENIS-WEST;Y.Ketenis-W;Y.Ketenis-W;Y.Ketenis-West;Y.Ketenis-West;Y.Ketenis-West;Y.Ketenis-West;Vertakking;Junction;Bifurcation
50.818695970525965, 4.315840063099644;"{""coordinates"": [4.315840063099644, 50.818695970525965], ""type"": ""Point""}";2001;BE02001;FOVTO;FOREST-97XD;VORST-97XD;FOREST-TGV-TO97XD;VORST-HST-TO97XD;Forest-97XD;Vorst-97XD;Forest-TGV-TO97XD;Vorst-HST-TO97XD;Forest-TGV-TO97XD;Vorst-HST-TO97XD;Rooster;Grid;Gril
51.10910755255261, 3.73039192069126;"{""coordinates"": [3.73039192069126, 51.10910755255261], ""type"": ""Point""}";1582;BE01582;YESTN;Y.ND EVERSTN;Y.ND EVERSTN;Y.NOORD EVERSTEIN;Y.NOORD EVERSTEIN;Y.Nd Everstn;Y.Nd Everstn;Y.Noord Everstein;Y.Noord Everstein;Y.Noord Everstein;Y.Noord Everstein;Vertakking;Junction;Bifurcation
50.94071080659503, 5.311996616906965;"{""coordinates"": [5.311996616906965, 50.94071080659503], ""type"": ""Point""}";1587;BE01587;YFHSN;Y.N.HASSELT;Y.N.HASSELT;Y.NOORD DRIEHOEK HASSELT;Y.NOORD DRIEHOEK HASSELT;Y.N.Hasselt;Y.N.Hasselt;Y.Noord Dr.Hasselt;Y.Noord Dr.Hasselt;Y.Noord Driehoek Hasselt;Y.Noord Driehoek Hasselt;Vertakking;Junction;Bifurcation
50.876149208242694, 4.346420172335783;"{""coordinates"": [4.346420172335783, 50.876149208242694], ""type"": ""Point""}";1599;BE01599;YPAHS;Y.PANNENHUIS;Y.PANNENHUIS;Y.PANNENHUIS;Y.PANNENHUIS;Y.Pannenhuis;Y.Pannenhuis;Y.Pannenhuis;Y.Pannenhuis;Y.Pannenhuis;Y.Pannenhuis;Vertakking;Junction;Bifurcation
50.86659187961168, 4.715131399567942;"{""coordinates"": [4.715131399567942, 50.86659187961168], ""type"": ""Point""}";1600;BE01600;YPABR;Y.PARKBRUG;Y.PARKBRUG;Y.PARKBRUG;Y.PARKBRUG;Y.Parkbrug;Y.Parkbrug;Y.Parkbrug;Y.Parkbrug;Y.Parkbrug;Y.Parkbrug;Vertakking;Junction;Bifurcation
50.72145747684508, 5.950569027079984;"{""coordinates"": [5.950569027079984, 50.72145747684508], ""type"": ""Point""}";339;BE00339;GMNGN;MONTZEN-GR.N;MONTZEN-GR.N;MONTZEN-GRIL N;MONTZEN-GRIL N;Montzen-Gr.N;Montzen-Gr.N;Montzen-Gril N;Montzen-Gril N;Montzen-Gril N;Montzen-Gril N;Rooster;Grid;Gril
50.96428726510442, 4.621727735484607;"{""coordinates"": [4.621727735484607, 50.96428726510442], ""type"": ""Point""}";516;BE00516;FATWS;HAACHT-WSP;HAACHT-WSP;HAACHT-WIJKSPOOR;HAACHT-WIJKSPOOR;Haacht-Wsp;Haacht-Wsp;Haacht-Wijkspoor;Haacht-Wijkspoor;Haacht-Wijkspoor;Haacht-Wijkspoor;Station;Station;Gare
51.262754818459136, 3.202606843891626;"{""coordinates"": [3.202606843891626, 51.262754818459136], ""type"": ""Point""}";44;BE00044;YDUDZ;Y.DUDZELE;Y.DUDZELE;Y.DUDZELE;Y.DUDZELE;Y.Dudzele;Y.Dudzele;Y.Dudzele;Y.Dudzele;Y.Dudzele;Y.Dudzele;Vertakking;Junction;Bifurcation
50.95346809533061, 5.342432333008392;"{""coordinates"": [5.342432333008392, 50.95346809533061], ""type"": ""Point""}";2045;BE02045;GKWI;KIEWIT INRIT;KIEWIT INRIT;KIEWIT INRIT;KIEWIT INRIT;Kiewit Inrit;Kiewit Inrit;Kiewit Inrit;Kiewit Inrit;Kiewit Inrit;Kiewit Inrit;Rooster;Grid;Gril
50.81815840956071, 4.285686979625988;"{""coordinates"": [4.285686979625988, 50.81815840956071], ""type"": ""Point""}";2050;BE02050;RANDW;ANDERLECHT-O;ANDERLECHT-W;ANDERLECHT-GRIL OUEST;ANDERLECHT-ROOSTER WEST;Anderlecht-O;Anderlecht-W;Anderlecht-G.Ouest;Anderlecht-R.West;Anderlecht-Gril Ouest;Anderlecht-Rooster West;Rooster;Grid;Gril
50.81774144600911, 4.297072131443959;"{""coordinates"": [4.297072131443959, 50.81774144600911], ""type"": ""Point""}";2051;BE02051;RANDO;ANDERLECHT-E;ANDERLECHT-O;ANDERLECHT-GRIL EST;ANDERLECHT-ROOSTER OOST;Anderlecht-E;Anderlecht-O;Anderlecht-Gril Est;Anderlecht-R.Oost;Anderlecht-Gril Est;Anderlecht-Rooster Oost;Rooster;Grid;Gril
51.29192369947667, 4.234915565305538;"{""coordinates"": [4.234915565305538, 51.29192369947667], ""type"": ""Point""}";1459;BE01459;YARBG;Y.ARENBERG;Y.ARENBERG;Y.ARENBERG;Y.ARENBERG;Y.Arenberg;Y.Arenberg;Y.Arenberg;Y.Arenberg;Y.Arenberg;Y.Arenberg;Vertakking;Junction;Bifurcation
50.95422365680934, 5.480117458073737;"{""coordinates"": [5.480117458073737, 50.95422365680934], ""type"": ""Point""}";1519;BE01519;YBSDL;Y.BOSDEL;Y.BOSDEL;Y.BOSDEL;Y.BOSDEL;Y.Bosdel;Y.Bosdel;Y.Bosdel;Y.Bosdel;Y.Bosdel;Y.Bosdel;Vertakking;Junction;Bifurcation
50.9067153034685, 4.709143682591567;"{""coordinates"": [4.709143682591567, 50.9067153034685], ""type"": ""Point""}";1524;BE01524;YDLBR;Y.DIJLEBRUG;Y.DIJLEBRUG;Y.DIJLEBRUG;Y.DIJLEBRUG;Y.Dijlebrug;Y.Dijlebrug;Y.Dijlebrug;Y.Dijlebrug;Y.Dijlebrug;Y.Dijlebrug;Vertakking;Junction;Bifurcation
50.93812746621832, 5.298148822393434;"{""coordinates"": [5.298148822393434, 50.93812746621832], ""type"": ""Point""}";1637;BE01637;YFHSW;Y.W.HASSELT;Y.W.HASSELT;Y.WEST DRIEHOEK HASSELT;Y.WEST DRIEHOEK HASSELT;Y.W.Hasselt;Y.W.Hasselt;Y.West Dr.Hasselt;Y.West Dr.Hasselt;Y.West Driehoek Hasselt;Y.West Driehoek Hasselt;Vertakking;Junction;Bifurcation
50.99272621540015, 4.829945523316381;"{""coordinates"": [4.829945523316381, 50.99272621540015], ""type"": ""Point""}";1643;BE01643;YRSTZ;Y.Z.AARSCHOT;Y.Z.AARSCHOT;Y.ZUID DRIEHOEK AARSCHOT;Y.ZUID DRIEHOEK AARSCHOT;Y.Z.Aarschot;Y.Z.Aarschot;Y.Zuid Dr.Aarschot;Y.Zuid Dr.Aarschot;Y.Zuid Driehoek Aarschot;Y.Zuid Driehoek Aarschot;Vertakking;Junction;Bifurcation
50.55839178842001, 3.463377295624252;"{""coordinates"": [3.463377295624252, 50.55839178842001], ""type"": ""Point""}";1649;BE01649;YFNT;Y.ANTOING;Y.ANTOING;Y.ANTOING;Y.ANTOING;Y.Antoing;Y.Antoing;Y.Antoing;Y.Antoing;Y.Antoing;Y.Antoing;Vertakking;Junction;Bifurcation
50.89582649173329, 4.424177088639995;"{""coordinates"": [4.424177088639995, 50.89582649173329], ""type"": ""Point""}";1658;BE01658;YKEBK;Y.KEELBEEK;Y.KEELBEEK;Y.KEELBEEK;Y.KEELBEEK;Y.Keelbeek;Y.Keelbeek;Y.Keelbeek;Y.Keelbeek;Y.Keelbeek;Y.Keelbeek;Vertakking;Junction;Bifurcation
50.740551310748636, 5.888837160874892;"{""coordinates"": [5.888837160874892, 50.740551310748636], ""type"": ""Point""}";1028;BE01028;GRM;REMERSDAAL;REMERSDAAL;REMERSDAAL;REMERSDAAL;Remersdaal;Remersdaal;Remersdaal;Remersdaal;Remersdaal;Remersdaal;Rooster;Grid;Gril
50.710513713150604, 4.154976048512056;"{""coordinates"": [4.154976048512056, 50.710513713150604], ""type"": ""Point""}";1033;BE01033;FSA;SAINTES;SAINTES;SAINTES;SAINTES;Saintes;Saintes;Saintes;Saintes;Saintes;Saintes;Rooster;Grid;Gril
50.884726984918274, 4.399619264987019;"{""coordinates"": [4.399619264987019, 50.884726984918274], ""type"": ""Point""}";1039;BE01039;YFSRC;Y.SCH'B-CARW;Y.SCH'B-CARW;Y.SCHAERBEEK-CARWASH;Y.SCHAARBEEK-CARWASH;Y.Sch'b-Carw;Y.Sch'b-Carw;Y.Schaerbeek-Carwash;Y.Schaarbeek-Carwash;Y.Schaerbeek-Carwash;Y.Schaarbeek-Carwash;Vertakking;Junction;Bifurcation
51.28763274075961, 4.399541444727067;"{""coordinates"": [4.399541444727067, 51.28763274075961], ""type"": ""Point""}";49;BE00049;RFNC1;ANTW-N-INC1;ANTW-N-INC1;ANTWERPEN-NOORD-INRIT C1;ANTWERPEN-NOORD-INRIT C1;Antw-N-InC1;Antw-N-InC1;Antw-Nd-Inrit C1;Antw-Nd-Inrit C1;Antwerpen-Noord-Inrit C1;Antwerpen-Noord-Inrit C1;Rooster;Grid;Gril
51.03487464663944, 5.317814120748603;"{""coordinates"": [5.317814120748603, 51.03487464663944], ""type"": ""Point""}";1273;BE01273;MZDKS;ZOLDER-KRSP;ZOLDER-KRSP;ZOLDER-KRUISSPOREN;ZOLDER-KRUISSPOREN;Zolder-Krsp;Zolder-Krsp;Zolder-Kruissporen;Zolder-Kruissporen;Zolder-Kruissporen;Zolder-Kruissporen;Station;Station;Gare
51.21597773940641, 2.948865117890588;"{""coordinates"": [2.948865117890588, 51.21597773940641], ""type"": ""Point""}";1689;BE01689;FSDW;OOSTENDE-TW;OOSTENDE-TW;OOSTENDE-T.W.;OOSTENDE-T.W.;Oostende-TW;Oostende-TW;Oostende-T.W.;Oostende-T.W.;Oostende-T.W.;Oostende-T.W.;Dienstinstallatie;Service installation;Installation de service
51.268653934967354, 4.328345758676903;"{""coordinates"": [4.328345758676903, 51.268653934967354], ""type"": ""Point""}";1469;BE01469;VTOTL;V.TOTAL;V.TOTAL;VERB.TOTAL;VERB.TOTAL;V.Total;V.Total;Verb.Total;Verb.Total;Verb.Total;Verb.Total;Verbinding;Connection;Raccordement
51.28055184218482, 4.209542950525682;"{""coordinates"": [4.209542950525682, 51.28055184218482], ""type"": ""Point""}";1477;BE01477;YSPFT;Y.SPAANS FRT;Y.SPAANS FRT;Y.SPAANS FORT;Y.SPAANS FORT;Y.Spaans Frt;Y.Spaans Frt;Y.Spaans Fort;Y.Spaans Fort;Y.Spaans Fort;Y.Spaans Fort;Vertakking;Junction;Bifurcation
51.25343940533563, 4.256111669196284;"{""coordinates"": [4.256111669196284, 51.25343940533563], ""type"": ""Point""}";1481;BE01481;VADPO;V.ADPO;V.ADPO;VERB.ADPO;VERB.ADPO;Verb.ADPO;V.ADPO;Verb.ADPO;Verb.ADPO;Verb.ADPO;Verb.ADPO;Verbinding;Connection;Raccordement
51.21141850713778, 2.973269368068938;"{""coordinates"": [2.973269368068938, 51.21141850713778], ""type"": ""Point""}";28;BE00028;RFSDC;OOSTENDE-C;OOSTENDE-C;OOSTENDE-ROOSTER C;OOSTENDE-ROOSTER C;Oostende-C;Oostende-C;Oostende-Rooster C;Oostende-Rooster C;Oostende-Rooster C;Oostende-Rooster C;Rooster;Grid;Gril
51.21714836805683, 4.445919267026396;"{""coordinates"": [4.445919267026396, 51.21714836805683], ""type"": ""Point""}";1707;BE01707;YFNZG;Y.ANTW-SCHPT;Y.ANTW-SCHPT;Y.ANTWERPEN-SCHIJNPOORT;Y.ANTWERPEN-SCHIJNPOORT;Y.Antw-Schpt;Y.Antw-Schpt;Y.Antwerpen-Schijnpt;Y.Antwerpen-Schijnpt;Y.Antwerpen-Schijnpoort;Y.Antwerpen-Schijnpoort;Vertakking;Junction;Bifurcation
51.082198228616065, 4.344747107211291;"{""coordinates"": [4.344747107211291, 51.082198228616065], ""type"": ""Point""}";1718;BE01718;RVPRA;INRIT PRAYON;INRIT PRAYON;INRIT VERB.PRAYON-RUPEL;INRIT VERB.PRAYON-RUPEL;Inrit Prayon;Inrit Prayon;Inrit V.Prayon-Rupel;Inrit V.Prayon-Rupel;Inrit Verb.Prayon-Rupel;Inrit Verb.Prayon-Rupel;Rooster;Grid;Gril
51.251476369506065, 4.25331094240012;"{""coordinates"": [4.25331094240012, 51.251476369506065], ""type"": ""Point""}";1721;BE01721;YKRIN;Y.KRUIPIN;Y.KRUIPIN;Y.KRUIPIN;Y.KRUIPIN;Y.Kruipin;Y.Kruipin;Y.Kruipin;Y.Kruipin;Y.Kruipin;Y.Kruipin;Vertakking;Junction;Bifurcation
51.10500690187772, 3.723387381182428;"{""coordinates"": [3.723387381182428, 51.10500690187772], ""type"": ""Point""}";1733;BE01733;YRVRT;Y.RINGVAART;Y.RINGVAART;Y.RINGVAART;Y.RINGVAART;Y.Ringvaart;Y.Ringvaart;Y.Ringvaart;Y.Ringvaart;Y.Ringvaart;Y.Ringvaart;Vertakking;Junction;Bifurcation
50.455208720380604, 4.812381100034229;"{""coordinates"": [4.812381100034229, 50.455208720380604], ""type"": ""Point""}";1735;BE01735;YFFW;Y.FLAWINNE;Y.FLAWINNE;Y.FLAWINNE;Y.FLAWINNE;Y.Flawinne;Y.Flawinne;Y.Flawinne;Y.Flawinne;Y.Flawinne;Y.Flawinne;Vertakking;Junction;Bifurcation
50.887666137061075, 4.488021792036403;"{""coordinates"": [4.488021792036403, 50.887666137061075], ""type"": ""Point""}";1736;BE01736;YLHVN;Y.LUCHTHAVEN;Y.LUCHTHAVEN;Y.LUCHTHAVEN;Y.LUCHTHAVEN;Y.Luchthaven;Y.Luchthaven;Y.Luchthaven;Y.Luchthaven;Y.Luchthaven;Y.Luchthaven;Vertakking;Junction;Bifurcation
50.88253385108323, 4.499848789639142;"{""coordinates"": [4.499848789639142, 50.88253385108323], ""type"": ""Point""}";1737;BE01737;YLEM;Y.NOSSEGEM;Y.NOSSEGEM;Y.NOSSEGEM;Y.NOSSEGEM;Y.Nossegem;Y.Nossegem;Y.Nossegem;Y.Nossegem;Y.Nossegem;Y.Nossegem;Vertakking;Junction;Bifurcation
50.68469596650864, 4.570552882685487;"{""coordinates"": [4.570552882685487, 50.68469596650864], ""type"": ""Point""}";1740;BE01740;YLTR;Y.OTTIGN-REL;Y.OTTIGN-REL;Y.OTTIGNIES-RELAIS;Y.OTTIGNIES-RELAIS;Y.Ottign-Rel;Y.Ottign-Rel;Y.Ottignies-Relais;Y.Ottignies-Relais;Y.Ottignies-Relais;Y.Ottignies-Relais;Vertakking;Junction;Bifurcation
51.06827944976583, 4.34054858390874;"{""coordinates"": [4.34054858390874, 51.06827944976583], ""type"": ""Point""}";2022;BE02022;FWSTP;FWB - STOP;FWB - STOP;WILLEBROEK - BORD STOP;WILLEBROEK - BORD STOP;FWB - Stop;FWB - Stop;Willebroek - Stop;Willebroek - Stop;Willebroek - Bord Stop;Willebroek - Bord Stop;Andere;Other;Autre
51.29704391114363, 4.252611603183899;"{""coordinates"": [4.252611603183899, 51.29704391114363], ""type"": ""Point""}";2071;BE02071;KRHKJ;KROMMENHK-J;KROMMENHK-J;B.KROMMENHOEK-UITRIT J;B.KROMMENHOEK-UITRIT J;Krommenhk-J;Krommenhk-J;B.Krommenhoek-J;B.Krommenhoek-J;B.Krommenhoek-Uitrit J;B.Krommenhoek-Uitrit J;Rooster;Grid;Gril
50.99303002991661, 5.468397683377944;"{""coordinates"": [5.468397683377944, 50.99303002991661], ""type"": ""Point""}";1247;BE01247;FKGG;GENK-GOED;GENK-GOED;GENK-GOEDEREN;GENK-GOEDEREN;Genk-Goed;Genk-Goed;Genk-Goederen;Genk-Goederen;Genk-Goederen;Genk-Goederen;Station;Station;Gare
51.46273699668126, 4.451116949102328;"{""coordinates"": [4.451116949102328, 51.46273699668126], ""type"": ""Point""}";376;BE00376;FES;ESSEN;ESSEN;ESSEN;ESSEN;Essen;Essen;Essen;Essen;Essen;Essen;Station;Station;Gare
51.16758992789417, 3.825332028226358;"{""coordinates"": [3.825332028226358, 51.16758992789417], ""type"": ""Point""}";451;BE00451;FGND;GENT-NOORD;GENT-NOORD;GENT-NOORD;GENT-NOORD;Gand-Nord;Gent-Noord;Gand-Nord;Gent-Noord;Gand-Nord;Gent-Noord;Station;Station;Gare
50.77212949781888, 4.994219913271197;"{""coordinates"": [4.994219913271197, 50.77212949781888], ""type"": ""Point""}";384;BE00384;FZE;EZEMAAL;EZEMAAL;EZEMAAL;EZEMAAL;Ezemaal;Ezemaal;Ezemaal;Ezemaal;Ezemaal;Ezemaal;Station;Station;Gare
51.151126129789176, 3.745454778551066;"{""coordinates"": [3.745454778551066, 51.151126129789176], ""type"": ""Point""}";1927;BE01927;RBZKN;IN ZANDEKEN;IN ZANDEKEN;EVERGEM-INRIT BUNDEL ZANDEKEN;EVERGEM-INRIT BUNDEL ZANDEKEN;In Zandeken;In Zandeken;Evergem-In Zandeken;Evergem-In Zandeken;Evergem-Inrit Bundel Zandeken;Evergem-Inrit Bundel Zandeken;Rooster;Grid;Gril
50.43603991470513, 3.79597174083758;"{""coordinates"": [3.79597174083758, 50.43603991470513], ""type"": ""Point""}";195;BE00195;FSB;BOUSSU;BOUSSU;BOUSSU;BOUSSU;Boussu;Boussu;Boussu;Boussu;Boussu;Boussu;Station;Station;Gare
49.7182543711221, 5.632255946759036;"{""coordinates"": [5.632255946759036, 49.7182543711221], ""type"": ""Point""}";496;BE00496;MHB;HABAY;HABAY;HABAY;HABAY;Habay;Habay;Habay;Habay;Habay;Habay;Station;Station;Gare
51.08429533941469, 5.132012629422922;"{""coordinates"": [5.132012629422922, 51.08429533941469], ""type"": ""Point""}";1163;BE01163;LH;HAM;HAM;HAM;HAM;Ham;Ham;Ham;Ham;Ham;Ham;Station;Station;Gare
50.60055276661659, 3.616784177194411;"{""coordinates"": [3.616784177194411, 50.60055276661659], ""type"": ""Point""}";719;BE00719;FLZ;LEUZE;LEUZE;LEUZE;LEUZE;Leuze;Leuze;Leuze;Leuze;Leuze;Leuze;Station;Station;Gare
50.57190883954576, 5.379497993919575;"{""coordinates"": [5.379497993919575, 50.57190883954576], ""type"": ""Point""}";557;BE00557;NH;HERMALLE-HUY;HERMALLE-HUY;HERMALLE-SOUS-HUY;HERMALLE-SOUS-HUY;Hermalle-Huy;Hermalle-Huy;Hermalle-sous-Huy;Hermalle-sous-Huy;Hermalle-sous-Huy;Hermalle-sous-Huy;Station;Station;Gare
51.31228295182011, 3.133562308706298;"{""coordinates"": [3.133562308706298, 51.31228295182011], ""type"": ""Point""}";166;BE00166;FBK;BLANKENBERGE;BLANKENBERGE;BLANKENBERGE;BLANKENBERGE;Blankenberge;Blankenberge;Blankenberge;Blankenberge;Blankenberge;Blankenberge;Station;Station;Gare
50.7877911292868, 3.202325904952008;"{""coordinates"": [3.202325904952008, 50.7877911292868], ""type"": ""Point""}";698;BE00698;FWU;LAUWE;LAUWE;LAUWE;LAUWE;Lauwe;Lauwe;Lauwe;Lauwe;Lauwe;Lauwe;Station;Station;Gare
51.127984351343564, 3.329867037752411;"{""coordinates"": [3.329867037752411, 51.127984351343564], ""type"": ""Point""}";127;BE00127;LBM;BEERNEM;BEERNEM;BEERNEM;BEERNEM;Beernem;Beernem;Beernem;Beernem;Beernem;Beernem;Station;Station;Gare
50.9781328604359, 3.535002801077202;"{""coordinates"": [3.535002801077202, 50.9781328604359], ""type"": ""Point""}";317;BE00317;FD;DEINZE;DEINZE;DEINZE;DEINZE;Deinze;Deinze;Deinze;Deinze;Deinze;Deinze;Station;Station;Gare
50.260730671818045, 4.908199789924007;"{""coordinates"": [4.908199789924007, 50.260730671818045], ""type"": ""Point""}";329;BE00329;NDT;DINANT;DINANT;DINANT;DINANT;Dinant;Dinant;Dinant;Dinant;Dinant;Dinant;Station;Station;Gare
50.41221701003429, 4.394312434115766;"{""coordinates"": [4.394312434115766, 50.41221701003429], ""type"": ""Point""}";791;BE00791;FMR;MARCH-AU-PT;MARCH-AU-PT;MARCHIENNE-AU-PONT;MARCHIENNE-AU-PONT;March-au-Pt;March-au-Pt;Marchienne-au-Pont;Marchienne-au-Pont;Marchienne-au-Pont;Marchienne-au-Pont;Station;Station;Gare
50.767015163038835, 4.354770803816823;"{""coordinates"": [4.354770803816823, 50.767015163038835], ""type"": ""Point""}";578;BE00578;HOL;HOLLEKEN;HOLLEKEN;HOLLEKEN;HOLLEKEN;Holleken;Holleken;Holleken;Holleken;Holleken;Holleken;Station;Station;Gare
50.536285815623216, 5.815107033380507;"{""coordinates"": [5.815107033380507, 50.536285815623216], ""type"": ""Point""}";1135;BE01135;FTX;THEUX;THEUX;THEUX;THEUX;Theux;Theux;Theux;Theux;Theux;Theux;Station;Station;Gare
50.453691688023895, 4.823011898007539;"{""coordinates"": [4.823011898007539, 50.453691688023895], ""type"": ""Point""}";1011;BE01011;FEOF;RONET-FORM;RONET-FORM;RONET-FORMATION;RONET-FORMATION;Ronet-Form;Ronet-Vorm;Ronet-Formation;Ronet-Vorming;Ronet-Formation;Ronet-Vorming;Station;Station;Gare
51.2218863271237, 2.985455754547685;"{""coordinates"": [2.985455754547685, 51.2218863271237], ""type"": ""Point""}";942;BE00942;FSDP1;PLASSENDALE1;PLASSENDALE1;OOSTENDE-BUNDEL PLASSENDALE 1;OOSTENDE-BUNDEL PLASSENDALE 1;Plassendale1;Plassendale1;Bundel Plassendale 1;Bundel Plassendale 1;Oostende-Bundel Plassendale 1;Oostende-Bundel Plassendale 1;Verbinding;Connection;Raccordement
51.19727306937378, 3.216852878213191;"{""coordinates"": [3.216852878213191, 51.19727306937378], ""type"": ""Point""}";210;BE00210;FR;BRUGGE;BRUGGE;BRUGGE;BRUGGE;Bruges;Brugge;Bruges;Brugge;Bruges;Brugge;Station;Station;Gare
50.615141816804844, 3.388492484343276;"{""coordinates"": [3.388492484343276, 50.615141816804844], ""type"": ""Point""}";1154;BE01154;FTY;TOURNAI;TOURNAI;TOURNAI;TOURNAI;Tournai;Doornik;Tournai;Doornik;Tournai;Doornik;Station;Station;Gare
50.80971059066153, 4.399853339445608;"{""coordinates"": [4.399853339445608, 50.80971059066153], ""type"": ""Point""}";1219;BE01219;FW;WATERMAEL;WATERMAAL;WATERMAEL;WATERMAAL;Watermael;Watermaal;Watermael;Watermaal;Watermael;Watermaal;Station;Station;Gare
50.733060256649814, 4.239823954453461;"{""coordinates"": [4.239823954453461, 50.733060256649814], ""type"": ""Point""}";504;BE00504;FH;HALLE;HALLE;HALLE;HALLE;Hal;Halle;Hal;Halle;Hal;Halle;Station;Station;Gare
50.40437499360174, 4.628815476182988;"{""coordinates"": [4.628815476182988, 50.40437499360174], ""type"": ""Point""}";17;BE00017;MAI;AISEMONT;AISEMONT;AISEMONT;AISEMONT;Aisemont;Aisemont;Aisemont;Aisemont;Aisemont;Aisemont;Station;Station;Gare
51.34056680141433, 3.175833896670443;"{""coordinates"": [3.175833896670443, 51.34056680141433], ""type"": ""Point""}";1722;BE01722;LZVHW;ZEEBR-VOORH;ZEEBR-VOORH;ZEEBRUGGE-VOORHAVEN-WEST;ZEEBRUGGE-VOORHAVEN-WEST;Zeebr-Voorh;Zeebr-Voorh;Zeebrugge-Voorh-West;Zeebrugge-Voorh-West;Zeebrugge-Voorhaven-West;Zeebrugge-Voorhaven-West;Station;Station;Gare
51.076108828819784, 2.555164001853353;"{""coordinates"": [2.555164001853353, 51.076108828819784], ""type"": ""Point""}";1484;BE01484;FDKDS;DE PANNE-DSP;DE PANNE-DSP;DE PANNE-DOODSPOOR;DE PANNE-DOODSPOOR;La Panne-CdS;De Panne-Dsp;La Panne-Cul de Sac;De Panne-Doodspoor;La Panne-Cul de Sac;De Panne-Doodspoor;Andere;Other;Autre
49.679971210545986, 5.810609705951418;"{""coordinates"": [5.810609705951418, 49.679971210545986], ""type"": ""Point""}";70;BE00070;LL;ARLON;ARLON;ARLON;ARLON;Arlon;Aarlen;Arlon;Aarlen;Arlon;Aarlen;Station;Station;Gare
50.69469090868593, 5.248963056690451;"{""coordinates"": [5.248963056690451, 50.69469090868593], ""type"": ""Point""}";1213;BE01213;FVR;WAREMME;WAREMME;WAREMME;WAREMME;Waremme;Borgworm;Waremme;Borgworm;Waremme;Borgworm;Station;Station;Gare
50.56639308394579, 5.703133531852481;"{""coordinates"": [5.703133531852481, 50.56639308394579], ""type"": ""Point""}";925;BE00925;GON;OLNE;OLNE;OLNE;OLNE;Olne;Olne;Olne;Olne;Olne;Olne;Station;Station;Gare
50.587801914284064, 5.854635277252846;"{""coordinates"": [5.854635277252846, 50.587801914284064], ""type"": ""Point""}";1177;BE01177;GV;VERVIERS-C;VERVIERS-C;VERVIERS-CENTRAL;VERVIERS-CENTRAL;Verviers-C;Verviers-C;Verviers-Central;Verviers-Centraal;Verviers-Central;Verviers-Centraal;Station;Station;Gare
50.71511214097718, 4.221567770089727;"{""coordinates"": [4.221567770089727, 50.71511214097718], ""type"": ""Point""}";706;BE00706;FLB;LEMBEEK;LEMBEEK;LEMBEEK;LEMBEEK;Lembeek;Lembeek;Lembeek;Lembeek;Lembeek;Lembeek;Station;Station;Gare
50.39264488205441, 4.46933253671293;"{""coordinates"": [4.46933253671293, 50.39264488205441], ""type"": ""Point""}";281;BE00281;LCL;COUILLET;COUILLET;COUILLET;COUILLET;Couillet;Couillet;Couillet;Couillet;Couillet;Couillet;Station;Station;Gare
50.543297162800584, 4.211304710907675;"{""coordinates"": [4.211304710907675, 50.543297162800584], ""type"": ""Point""}";398;BE00398;LFLZ;FELUY-ZONING;FELUY-ZONING;FELUY-ZONING;FELUY-ZONING;Feluy-Zoning;Feluy-Zoning;Feluy-Zoning;Feluy-Zoning;Feluy-Zoning;Feluy-Zoning;Station;Station;Gare
50.88343851523077, 5.660523082739664;"{""coordinates"": [5.660523082739664, 50.88343851523077], ""type"": ""Point""}";1296;BE01296;GLK;LANAKEN;LANAKEN;LANAKEN;LANAKEN;Lanaken;Lanaken;Lanaken;Lanaken;Lanaken;Lanaken;Station;Station;Gare
51.19069542549062, 5.114991873356337;"{""coordinates"": [5.114991873356337, 51.19069542549062], ""type"": ""Point""}";840;BE00840;LML;MOL;MOL;MOL;MOL;Mol;Mol;Mol;Mol;Mol;Mol;Station;Station;Gare
50.51387710977643, 5.160698724076279;"{""coordinates"": [5.160698724076279, 50.51387710977643], ""type"": ""Point""}";614;BE00614;NJV;JAVA;JAVA;JAVA;JAVA;Java;Java;Java;Java;Java;Java;Station;Station;Gare
51.32827279733694, 3.211860878713609;"{""coordinates"": [3.211860878713609, 51.32827279733694], ""type"": ""Point""}";1752;BE01752;LZNID;ZEEBR-NID;ZEEBR-NID;ZEEBRUGGE-BUNDEL N.I.D.;ZEEBRUGGE-BUNDEL N.I.D.;Zeebr-NID;Zeebr-NID;Zeebrugge-Bundel NID;Zeebrugge-Bundel NID;Zeebrugge-Bundel N.I.D.;Zeebrugge-Bundel N.I.D.;Station;Station;Gare
